bucket,count
2026-02-20T12:55:00,6
2026-02-20T13:00:00,18
2026-02-20T13:05:00,10
2026-02-20T13:10:00,12
2026-02-20T13:15:00,11
2026-02-20T13:20:00,10
2026-02-20T13:25:00,10
2026-02-20T13:30:00,10
2026-02-20T13:35:00,10
2026-02-20T13:40:00,10
2026-02-20T13:45:00,10
2026-02-20T13:50:00,5
2026-02-20T13:55:00,4
2026-02-20T14:25:00,3
2026-02-20T14:30:00,10
2026-02-20T14:35:00,7
2026-02-26T12:05:00,7
2026-02-26T12:10:00,10
2026-02-26T12:15:00,2
